Alias,Fecha Ultima Localizacion,Latitud,Longitud,Direccion,Placa,Taller Molina,Region,Fecha,Hora,Proveedor,Deviceid
BWT-261 [GA-MB RENTING],2023-01-26 18:24:57,-12.0925,-77.0276,"CALLE AMADOR MERINO REYNA,SAN ISIDRO,LIMA",BWT-261,False,Lima,2023-01-26,18:24,Hunter,
BXA-689,2023-01-26 17:46:30,-12.1303,-77.0025,"JIRON EL ESCORIAL,SANTIAGO DE SURCO,LIMA",BXA-689,False,Lima,2023-01-26,17:46,Hunter,
BXP-352,2023-01-26 18:37:11,-12.1002,-76.9793,"AVENIDA PANAMERICANA SUR,SANTIAGO DE SURCO,LIMA",BXP-352,False,Lima,2023-01-26,18:37,Hunter,
BXZ-500,2023-01-26 17:59:29,-12.155,-76.9826,"AVENIDA PEDRO JOSE MIOTTA,SAN JUAN DE MIRAFLORES,LIMA",BXZ-500,False,Lima,2023-01-26,17:59,Hunter,
BYA-599,2023-01-26 18:04:42,-11.989,-77.0016,"JIRON LOS ESMERILES,SAN JUAN DE LURIGANCHO,LIMA",BYA-599,False,Lima,2023-01-26,18:04,Hunter,
BYC-520,2023-01-26 17:34:28,-12.1002,-76.9805,"AVENIDA BUENA VISTA, MONTERRICO, SAN BORJA, LIMA, LIMA METROPOLITAN AREA, PERU",BYC-520,False,Lima,2023-01-26,17:34,Hunter,
BYE-408,2023-01-26 17:40:49,-13.0766,-75.9912,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BYE-408,False,Lima,2023-01-26,17:40,Hunter,
BYF-523,2023-01-26 18:25:14,-13.0863,-75.995,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BYF-523,False,Lima,2023-01-26,18:25,Hunter,
BYH-245,2023-01-26 18:07:56,-12.7345,-76.632,"EL TORO, ASIA, CAÑETE, LIMA, PERU",BYH-245,False,Lima,2023-01-26,18:07,Hunter,
BYI-397 [KOAMTSU],2023-01-26 18:19:05,-12.1235,-77.0383,"MALECON CISNEROS,MIRAFLORES,LIMA",BYI-397,False,Lima,2023-01-26,18:19,Hunter,
BYO-009,2023-01-26 18:36:46,-12.0927,-76.9972,"JIRON VELASQUEZ,SAN BORJA,LIMA",BYO-009,False,Lima,2023-01-26,18:36,Hunter,
BYO-099,2023-01-25 14:23:55,-12.1228,-77.026,"CALLE GRIMALDO DEL SOLAR,MIRAFLORES,LIMA",BYO-099,False,Lima,2023-01-25,14:23,Hunter,
BYO-483,2023-01-26 14:40:39,-12.1187,-77.01,"AVENIDA ROCA Y BOLONA,SURQUILLO,LIMA",BYO-483,False,Lima,2023-01-26,14:40,Hunter,
BYR-129,2022-12-22 18:14:08,-12.0991,-77.0433,0 / 0,BYR-129,False,Lima,2022-12-22,18:14,Hunter,
BYR-409,2023-01-26 17:53:27,-12.1115,-77.0427,"AVENIDA ANGAMOS OESTE,MIRAFLORES,LIMA",BYR-409,False,Lima,2023-01-26,17:53,Hunter,
BYS-138,2022-12-22 12:10:05,-3.65015,-80.6158,"CARRETERA PANAMERICANA NORTE (PE-1N), GRAU, ZORRITOS, CONTRALMIRANTE VILLAR, TUMBES, PERU",BYS-138,False,Tumbes,2022-12-22,12:10,Hunter,
BYT-288,2023-01-26 17:21:46,-12.1237,-77.0252,"SCHELL STREET, MIRAFLORES, LIMA, PERU",BYT-288,False,Lima,2023-01-26,17:21,Hunter,
BYU-195,2023-01-26 18:29:43,-12.1018,-76.9419,"JIRÓN PUERTO PIZARRO, LA MOLINA, LIMA, PERU",BYU-195,False,Lima,2023-01-26,18:29,Hunter,
BYU-265,2023-01-26 18:10:21,-13.0767,-75.9911,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BYU-265,False,Lima,2023-01-26,18:10,Hunter,
BYV-511,2023-01-25 07:42:50,-12.1298,-77.0355,"CIRCUITO DE PLAYAS,MIRAFLORES,LIMA",BYV-511,False,Lima,2023-01-25,07:42,Hunter,
BYV-699,2023-01-26 18:16:39,-12.1036,-76.9657,"LOS ALAMOS,SANTIAGO DE SURCO,LIMA",BYV-699,False,Lima,2023-01-26,18:16,Hunter,
BZC-244,2023-01-26 18:35:41,-12.0754,-77.121,"(-12.0753,-77.1209),LA PERLA,CALLAO",BZC-244,False,Lima,2023-01-26,18:35,Hunter,
BZG-580,2023-01-26 17:06:29,-12.115,-77.0428,"CALLE GENERAL CORDOVA,MIRAFLORES,LIMA",BZG-580,False,Lima,2023-01-26,17:06,Hunter,
BZG-642,2023-01-26 18:36:01,-12.0862,-77.0153,"AVENIDA JOSE GALVEZ BARRENECHEA,LA VICTORIA,LIMA",BZG-642,False,Lima,2023-01-26,18:36,Hunter,
BZH-645,2023-01-26 17:48:31,-12.1055,-76.938,"ALAMEDA DE LOS VIRREYES,LA MOLINA,LIMA",BZH-645,False,Lima,2023-01-26,17:48,Hunter,
BZJ-519,2023-01-26 18:27:29,-12.1368,-77.0098,"AVENIDA LA MERCED,SANTIAGO DE SURCO,LIMA",BZJ-519,False,Lima,2023-01-26,18:27,Hunter,
BZP-061,2023-01-26 15:37:21,-12.1178,-77.0438,"AVENIDA DEL EJERCITO,MIRAFLORES,LIMA",BZP-061,False,Lima,2023-01-26,15:37,Hunter,
BZP-470,2023-01-26 09:31:47,-12.1185,-77.0432,"AVENIDA DEL EJERCITO,MIRAFLORES,LIMA",BZP-470,False,Lima,2023-01-26,09:31,Hunter,
BZR-334,2023-01-26 17:15:21,-12.1088,-76.988,"CALLE BUEN RETIRO,SAN BORJA,LIMA",BZR-334,False,Lima,2023-01-26,17:15,Hunter,
BZS-032,2023-01-26 18:36:41,-12.0939,-76.9677,"AVENIDA EL GOLF LOS INCAS,SANTIAGO DE SURCO,LIMA",BZS-032,False,Lima,2023-01-26,18:36,Hunter,
BZS-293,2023-01-26 15:39:58,-12.2139,-77.0065,"AVENIDA ALAMEDA LA ENCANTADA,CHORRILLOS,LIMA",BZS-293,False,Lima,2023-01-26,15:39,Hunter,
BZU-208,2023-01-26 18:36:55,-4.84042,-80.807,"PANAMERICANA NORTE CENTRO POBLADO LA GOLONDRINA,IGNACIO ESCUDERO,PIURA",BZU-208,False,Piura,2023-01-26,18:36,Hunter,
BZU-348,2023-01-25 18:42:35,-12.0943,-77.0461,"CALLE LOS LAURELES,SAN ISIDRO,LIMA",BZU-348,False,Lima,2023-01-25,18:42,Hunter,
BZU-546,2023-01-26 18:28:22,-12.0796,-76.9828,"JIRON LOS CAPULIES,ATE,LIMA",BZU-546,False,Lima,2023-01-26,18:28,Hunter,
BZV-048,2023-01-26 18:36:59,-12.1198,-77.0242,"AVENIDA RICARDO PALMA,MIRAFLORES,LIMA",BZV-048,False,Lima,2023-01-26,18:36,Hunter,
BZV-347,2023-01-26 18:15:38,-12.0897,-77.0042,"(-12.0896,-77.0042),SAN BORJA,LIMA",BZV-347,False,Lima,2023-01-26,18:15,Hunter,
BZV-621,2022-11-25 23:28:32,-12.0745,-76.9484,"SALCANTAY,LA MOLINA,LIMA",BZV-621,False,Lima,2022-11-25,23:28,Hunter,
BZW-591,2023-01-26 17:52:27,-12.0716,-76.9539,"LOS JILGEROS,LA MOLINA,LIMA",BZW-591,True,Lima,2023-01-26,17:52,Hunter,
CAA-541,2023-01-26 08:56:31,-12.1141,-76.9819,"CONDE DE LA VEGA,SANTIAGO DE SURCO,LIMA",CAA-541,False,Lima,2023-01-26,08:56,Hunter,
CAB-259,2023-01-26 18:30:53,-12.0743,-76.9642,"AVENIDA LOS FRUTALES,LA MOLINA,LIMA",CAB-259,False,Lima,2023-01-26,18:30,Hunter,
CAD-502,2023-01-26 18:15:46,-11.9794,-77.0672,"HUANCHAY,LOS OLIVOS,LIMA",CAD-502,False,Lima,2023-01-26,18:15,Hunter,
CAD-674,2023-01-26 18:35:29,-14.065,-75.7345,"JOSE MATIAS MANZANILLA,ICA,ICA",CAD-674,False,Ica,2023-01-26,18:35,Hunter,
CAE-003,2023-01-26 18:30:46,-11.9908,-77.0737,"LOS CASTANOS,LOS OLIVOS,LIMA",CAE-003,False,Lima,2023-01-26,18:30,Hunter,
CAE-583,2023-01-26 17:41:07,-16.3711,-71.5442,"(-16.3710,-71.5441),CAYMA,AREQUIPA",CAE-583,False,Arequipa,2023-01-26,17:41,Hunter,
CAG-225,2023-01-24 18:02:44,-12.0888,-76.9578,"JIRON LAS ORQUIDEAS,LA MOLINA,LIMA",CAG-225,False,Lima,2023-01-24,18:02,Hunter,
CAG-444,2023-01-26 06:04:28,-12.0203,-77.1074,"ENTRADA TAXIS,CALLAO,CALLAO",CAG-444,False,Lima,2023-01-26,06:04,Hunter,
CAJ-421,2023-01-26 18:36:51,-12.1214,-76.9995,"CALLE EL EUCALIPTO,SURQUILLO,LIMA",CAJ-421,False,Lima,2023-01-26,18:36,Hunter,
CAP-113,2023-01-26 18:36:20,-12.1041,-77.0271,"AVENIDA PASEO DE LA REPUBLICA,SURQUILLO,LIMA",CAP-113,False,Lima,2023-01-26,18:36,Hunter,
CAT-061,2023-01-26 18:36:49,-12.0972,-77.0129,"CALLE 21,SAN ISIDRO,LIMA",CAT-061,False,Lima,2023-01-26,18:36,Hunter,
CAT-212,2023-01-26 18:03:27,-12.1261,-76.9911,"AVENIDA HIGUERETA,SANTIAGO DE SURCO,LIMA",CAT-212,False,Lima,2023-01-26,18:03,Hunter,
CAT-502,2023-01-26 17:45:02,-12.1323,-77.0046,"JIRON PUERTO INKA,SANTIAGO DE SURCO,LIMA",CAT-502,False,Lima,2023-01-26,17:45,Hunter,
CBB-111,2023-01-26 17:40:07,-12.1262,-76.9712,"LA CANTUTA,SANTIAGO DE SURCO,LIMA",CBB-111,False,Lima,2023-01-26,17:40,Hunter,
CBB-150,2023-01-26 17:45:58,-11.9192,-77.1172,"(-11.9191,-77.1171),VENTANILLA,CALLAO",CBB-150,False,Lima,2023-01-26,17:45,Hunter,
CBB-177,2023-01-26 18:34:39,-12.0147,-77.0812,"PASAJE 37,SAN MARTIN DE PORRES,LIMA",CBB-177,False,Lima,2023-01-26,18:34,Hunter,
CBB-202,2023-01-09 14:25:28,-12.0853,-77.014,"AVENIDA NICOLAS ARRIOLA,LA VICTORIA,LIMA",CBB-202,False,Lima,2023-01-09,14:25,Hunter,
CBB-331,2023-01-26 17:56:30,-12.1571,-76.995,"JIRON CMDTE. FAP. GUILLERMO BRENNERT,SANTIAGO DE SURCO,LIMA",CBB-331,False,Lima,2023-01-26,17:56,Hunter,
CBD-179,2022-12-23 07:48:25,-12.1098,-77.0455,"CALLE VICTOR MAURTUA, ORRANTIA DEL MAR, SAN ISIDRO, LIMA, LIMA METROPOLITAN AREA, PERU",CBD-179,False,Lima,2022-12-23,07:48,Hunter,
CBG-123,2023-01-26 14:21:15,-12.0775,-76.9661,"LAS CAMELIAS,LA MOLINA,LIMA",CBG-123,False,Lima,2023-01-26,14:21,Hunter,
CBH-323,2023-01-26 18:35:53,-11.6086,-77.2182,"R-31,AUCALLAMA,LIMA",CBH-323,False,Lima,2023-01-26,18:35,Hunter,
CBI-123,2023-01-26 18:07:57,-5.7484,-78.4506,"AVENIDA CHACHAPOYAS,BAGUA GRANDE,AMAZONAS",CBI-123,False,Amazonas,2023-01-26,18:07,Hunter,
CBJ-002,2023-01-26 18:37:00,-11.7662,-77.1586,"PANAMERICANA NORTE,ANCON,LIMA",CBJ-002,False,Lima,2023-01-26,18:37,Hunter,
CBL-091,2023-01-26 17:44:18,-12.0447,-76.9859,"C. ALEGRIA URUGUAY,EL AGUSTINO,LIMA",CBL-091,False,Lima,2023-01-26,17:44,Hunter,
CBN-578,2023-01-26 13:52:47,-12.0869,-76.9716,0 / 0,CBN-578,False,Lima,2023-01-26,13:52,Hunter,
CBZ-066,2023-01-26 17:47:23,-13.7423,-76.226,"(-13.7422,-76.2260),SAN ANDRES,ICA",CBZ-066,False,Ica,2023-01-26,17:47,Hunter,
CCG-688,2023-01-26 17:54:50,-12.7777,-76.5973,"(-12.7776,-76.5972),ASIA,LIMA",CCG-688,False,Lima,2023-01-26,17:54,Hunter,
CCM-324 [GENARO LIRA LIMA],2023-01-26 17:43:55,-12.1036,-76.9715,"AVENIDA EL POLO,SANTIAGO DE SURCO,LIMA",CCM-324,False,Lima,2023-01-26,17:43,Hunter,
CCQ-287,2023-01-26 17:46:35,-12.0783,-77.0949,"AVENIDA LOS PATRIOTAS,SAN MIGUEL,LIMA",CCQ-287,False,Lima,2023-01-26,17:46,Hunter,
CDB-397,2023-01-26 17:42:15,-8.1213,-79.04,"AVENIDA AMERICA SUR,TRUJILLO,LA LIBERTAD",CDB-397,False,La Libertad,2023-01-26,17:42,Hunter,
M5R-032,2023-01-26 12:47:34,-6.8332,-79.9377,"(-6.8332,-79.9377),CHICLAYO,LAMBAYEQUE",M5R-032,False,Lambayeque,2023-01-26,12:47,Hunter,
P3Z-180,2023-01-26 18:35:23,-6.83319,-79.9376,"(-6.8331,-79.9375),CHICLAYO,LAMBAYEQUE",P3Z-180,False,Lambayeque,2023-01-26,18:35,Hunter,
Z7Z-925,2023-01-26 15:20:50,-11.8388,-77.1116,"AVENIDA NESTOR GAMBETTA,PUENTE PIEDRA,LIMA",Z7Z-925,False,Lima,2023-01-26,15:20,Hunter,
BJU-718,2023-01-26 18:37:06,-10.5788,-76.1878,"CARRETERA LONGITUDINAL DE LA SIERRA NORTE (PE-3N), YANAPAMPA, YANACANCHA, PASCO, PERU",BJU-718,False,Pasco,2023-01-26,18:37,Hunter,
BJS-715,2023-01-26 18:07:18,-10.6082,-76.2101,0 / 0,BJS-715,False,Pasco,2023-01-26,18:07,Hunter,
BJS-716,2021-05-06 15:28:27,-10.6091,-76.2102,"PA-559, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJS-716,False,Pasco,2021-05-06,15:28,Hunter,
BJS-740,2023-01-26 17:39:41,-10.5814,-76.1878,0 / 0,BJS-740,False,Pasco,2023-01-26,17:39,Hunter,
BJS-748,2023-01-26 17:43:56,-10.6084,-76.2108,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJS-748,False,Pasco,2023-01-26,17:43,Hunter,
BJS-870,2023-01-26 18:28:09,-10.6096,-76.2102,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJS-870,False,Pasco,2023-01-26,18:28,Hunter,
BJS-871,2021-05-09 10:11:19,-10.6096,-76.2102,"PA-559, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJS-871,False,Pasco,2021-05-09,10:11,Hunter,
BJT-772,2023-01-26 18:29:44,-10.6084,-76.2107,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJT-772,False,Pasco,2023-01-26,18:29,Hunter,
BJT-777,2022-10-14 23:23:03,-12.1107,-77.0107,"JEAN PAUL SARTRE,SURQUILLO,LIMA",BJT-777,False,Lima,2022-10-14,23:23,Hunter,
BJT-833,2023-01-26 18:14:29,-10.6084,-76.2107,0 / 0,BJT-833,False,Pasco,2023-01-26,18:14,Hunter,
BJU-713,2023-01-26 18:33:38,-10.6095,-76.2102,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJU-713,False,Pasco,2023-01-26,18:33,Hunter,
BJV-828,2023-01-26 18:28:07,-10.6095,-76.2102,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BJV-828,False,Pasco,2023-01-26,18:28,Hunter,
BUL-601,2023-01-26 18:37:01,-11.8807,-77.0208,"AVENIDA TUPAC AMARU,CARABAYLLO,LIMA",BUL-601,False,Lima,2023-01-26,18:37,Hunter,
BRE-819,2023-01-26 18:36:15,-10.6076,-76.2104,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BRE-819,False,Pasco,2023-01-26,18:36,Hunter,
,,-11.399168,-77.4121246,,BRK-875,False,Lima,2023-01-26,18:36,Geotab,b39
,,-14.0724993,-75.7385483,,BRK-907,False,Ica,2023-01-26,18:36,Geotab,bD
,,-10.7855101,-77.6104965,,BSZ-909,False,Lima,2023-01-26,18:36,Geotab,b3C
,,-13.4265347,-76.1338654,,BRS-728,False,Ica,2023-01-26,18:36,Geotab,b21
,,-10.6339836,-77.7042923,,BRT-784,False,Lima,2023-01-26,18:36,Geotab,b2B
,,-12.0002308,-77.0624008,,BRK-930,False,Lima,2023-01-26,18:36,Geotab,b10
,,-12.0427265,-76.9313278,,BRK-873,False,Lima,2023-01-26,18:36,Geotab,b9
,,-11.6168194,-77.207222,,BRK-859,False,Lima,2023-01-26,18:36,Geotab,b6
,,-12.1051645,-77.0014191,,BRL-815,False,Lima,2023-01-26,18:36,Geotab,b1F
,,-11.9412222,-77.1311646,,BRK-885,False,Lima,2023-01-26,18:36,Geotab,bB
,,-12.04457,-76.984169,,BRU-946,False,Lima,2023-01-26,18:36,Geotab,b32
,,-11.5611134,-77.2662048,,BRT-783,False,Lima,2023-01-26,18:36,Geotab,b2A
,,-11.5610876,-77.2662811,,BRT-814,False,Lima,2023-01-26,18:36,Geotab,b2E
,,-12.0204287,-77.0592804,,BRK-872,False,Lima,2023-01-26,18:35,Geotab,b8
,,-12.0552444,-77.1222305,,BST-822,False,Lima,2023-01-26,18:35,Geotab,b3B
,,-12.0786686,-77.0939941,,BRT-714,False,Lima,2023-01-26,18:35,Geotab,b24
,,-12.1081858,-77.0172653,,BRL-753,False,Lima,2023-01-26,18:35,Geotab,b1B
,,-12.1480961,-76.9861908,,BRT-752,False,Lima,2023-01-26,18:35,Geotab,b29
,,-11.410202,-77.3890076,,BRK-858,False,Lima,2023-01-26,18:35,Geotab,b5
,,-12.0541182,-77.0597916,,BRK-928,False,Lima,2023-01-26,18:34,Geotab,bF
,,-13.4493437,-76.1614304,,BRK-855,False,Ica,2023-01-26,18:34,Geotab,b4
,,-11.9092989,-77.0542068,,BRL-767,False,Lima,2023-01-26,18:33,Geotab,b1D
,,-11.9661827,-77.0561523,,BRL-769,False,Lima,2023-01-26,18:33,Geotab,b1E
,,-12.0871935,-77.0930939,,BRU-939,False,Lima,2023-01-26,18:33,Geotab,b31
,,-12.1084929,-77.0175781,,BRL-729,False,Lima,2023-01-26,18:32,Geotab,b16
,,-12.0453892,-76.9379349,,BRK-823,False,Lima,2023-01-26,18:31,Geotab,b3
,,-11.4918146,-77.2053223,,BRT-822,False,Lima,2023-01-26,18:28,Geotab,b30
,,-13.4137344,-76.1265411,,BRT-711,False,Ica,2023-01-26,18:26,Geotab,b22
,,-11.5610628,-77.2662811,,BRK-932,False,Lima,2023-01-26,18:26,Geotab,b12
,,-12.198451,-76.9897461,,BRK-931,False,Lima,2023-01-26,18:25,Geotab,b11
,,-12.1081858,-77.0173187,,BRK-757,False,Lima,2023-01-26,18:25,Geotab,b2
,,-12.5210114,-76.7342072,,BRK-860,False,Lima,2023-01-26,18:25,Geotab,b7
,,-12.1084414,-77.0177307,,BRT-750,False,Lima,2023-01-26,18:24,Geotab,b27
,,-12.6647301,-76.6282501,,BRV-856,False,Lima,2023-01-26,18:24,Geotab,b38
,,-7.84565783,-79.1451416,,BRT-785,False,La Libertad,2023-01-26,18:22,Geotab,b2C
,,-12.0660477,-76.9644547,,BRW-708,False,Lima,2023-01-26,18:22,Geotab,b34
,,-11.5610876,-77.2662506,,BRL-752,False,Lima,2023-01-26,18:21,Geotab,b1A
,,-11.5608835,-77.266304,,BRT-715,False,Lima,2023-01-26,18:20,Geotab,b25
,,-13.4155521,-76.1578979,,BRT-713,False,Ica,2023-01-26,18:20,Geotab,b23
,,-12.0810242,-77.0682144,,BRL-730,False,Lima,2023-01-26,18:19,Geotab,b17
,,-12.0846081,-77.0535431,,BRK-874,False,Lima,2023-01-26,18:19,Geotab,bA
,,-11.5608578,-77.2663269,,BRL-732,False,Lima,2023-01-26,18:19,Geotab,b19
,,-12.1076994,-77.0176239,,CCL-239,False,Lima,2023-01-26,18:18,Geotab,b37
,,-12.1719551,-76.9996796,,BRK-943,False,Lima,2023-01-26,18:16,Geotab,b15
,,-13.4234114,-76.1171722,,BRO-752,False,Ica,2023-01-26,18:16,Geotab,b20
,,-12.1085443,-77.0177536,,BRT-788,False,Lima,2023-01-26,18:15,Geotab,b2D
,,-11.9704323,-77.0786591,,CAY-157,False,Lima,2023-01-26,18:15,Geotab,b35
,,-13.6208639,-76.0870895,,BRL-754,False,Ica,2023-01-26,18:14,Geotab,b1C
,,-8.10562515,-79.0177765,,BRT-749,False,La Libertad,2023-01-26,18:14,Geotab,b26
,,-12.1383429,-77.0200348,,BRK-886,False,Lima,2023-01-26,18:13,Geotab,bC
,,-11.2719107,-77.4423523,,BRK-941,False,Lima,2023-01-26,18:12,Geotab,b13
,,-14.0520449,-75.7635345,,BRT-751,False,Ica,2023-01-26,18:12,Geotab,b28
,,-11.5658236,-77.2645874,,BRU-947,False,Lima,2023-01-26,18:10,Geotab,b33
,,-12.2481918,-76.8883743,,CBF-256,False,Lima,2023-01-26,18:09,Geotab,b36
,,-12.7651587,-76.5958405,,BRT-815,False,Lima,2023-01-26,18:09,Geotab,b2F
,,-13.615283,-76.1474838,,BRK-927,False,Ica,2023-01-26,18:08,Geotab,bE
,,-12.6887932,-76.6138916,,BRL-731,False,Lima,2023-01-26,17:06,Geotab,b18
,,-10.9823236,-77.5555038,,BRK-942,False,Lima,2023-01-26,13:45,Geotab,b14
,,-11.9810562,-77.0901794,,CCX-142,False,Lima,2023-01-26,06:45,Geotab,b3D
,,-11.9408636,-76.9804001,,CCD-276,False,Lima,2023-01-26,18:35,Geotab,b9
,,-11.9699965,-77.0798874,,CCD-247,False,Lima,2023-01-26,18:35,Geotab,b4
,,-11.1200771,-77.5959778,,CCD-244,False,Lima,2023-01-26,18:34,Geotab,b6
,,-11.9758339,-76.9926682,,CCD-275,False,Lima,2023-01-26,18:32,Geotab,bD
,,-12.0503044,-77.0573349,,CCE-039,False,Lima,2023-01-26,18:28,Geotab,bA
,,-11.9753218,-77.0372849,,CCC-682,False,Lima,2023-01-26,18:28,Geotab,b8
,,-11.9611902,-77.0786819,,CCD-290,False,Lima,2023-01-26,18:26,Geotab,bC
,,-12.0662785,-77.095192,,CCD-458,False,Lima,2023-01-26,18:13,Geotab,b2
,,-10.972928,-77.645668,,CCC-624,False,Lima,2023-01-26,18:11,Geotab,b7
,,-12.0423164,-77.0168839,,CCE-546,False,Lima,2023-01-26,18:11,Geotab,b1
,,-11.9748859,-77.100441,,CCC-683,False,Lima,2023-01-26,18:10,Geotab,bB
,,-12.0466433,-77.034111,,CCE-038,False,Lima,2023-01-26,18:09,Geotab,b3
,,-12.0762367,-77.0879745,,CCF-560,False,Lima,2023-01-26,18:06,Geotab,b5
,,-12.0845566,-76.97892,,Mitsui CBN-633 Rav4,False,Lima,2023-01-03,16:04,Geotab,b3
,,-12.1030655,-77.042099,,Mitsui CBN-054 Prado,False,Lima,2023-01-03,16:02,Geotab,b1
,,-12.1148672,-77.0406647,,Mitsui CBN-632 4runner,False,Lima,2023-01-03,15:54,Geotab,b2
,,-6.56279039,-78.6488571,,BSA-844,False,Cajamarca,2023-01-26,18:36,Geotab,b3
,,-5.66351366,-78.6831894,,BSA-857,False,Cajamarca,2023-01-26,18:35,Geotab,b4
,,-11.8713083,-77.1276321,,CBP-165,False,Callao,2023-01-26,18:35,Geotab,bA
,,-7.1547904,-78.5164566,,BSA-882,False,Cajamarca,2023-01-26,18:35,Geotab,b5
,,-12.2255363,-76.9414902,,CBQ-411,False,Lima,2023-01-26,18:34,Geotab,bB
,,-12.1702652,-76.9683685,,CBO-616,False,Lima,2023-01-26,18:33,Geotab,b9
,,-16.4253445,-71.5643158,,BSA-723,False,Arequipa,2023-01-26,18:32,Geotab,b1
,,-8.13537312,-79.0415115,,BSA-805,False,La Libertad,2023-01-26,18:21,Geotab,b2
,,-12.1677055,-76.9508133,,CBK-484,False,Lima,2023-01-26,18:17,Geotab,b8
,,-12.0480766,-77.0003433,,CBK-240,False,Lima,2023-01-26,18:17,Geotab,b7
,,-15.86903,-69.9910889,,BSB-836,False,Puno,2023-01-26,11:42,Geotab,b6
BPT754,26/01/2023 18:36:34,-14.949163333333333,-71.38209666666667,3sg Cusco Peru ,BPT-754,False,Cusco,26/01/2023,18:36,Comsatel,
BEB874,26/01/2023 18:36:33,-14.887571666666666,-71.31425666666667,3sg Cusco Peru ,BEB-874,False,Cusco,26/01/2023,18:36,Comsatel,
BER732,26/01/2023 18:36:33,-11.775826666666667,-76.30721333333334,"Km 90, San Mateo, Huarochiri, Lima, Peru",BER-732,False,Lima,26/01/2023,18:36,Comsatel,
BEE945,26/01/2023 18:36:32,-14.952818333333333,-71.37869666666667,"3sg, Hector Tejada, Peru, ",BEE-945,False,Cusco,26/01/2023,18:36,Comsatel,
BMP810,26/01/2023 18:36:32,-14.907001666666666,-71.33008333333333,3sg Cusco Peru ,BMP-810,False,Cusco,26/01/2023,18:36,Comsatel,
BEE935,26/01/2023 18:36:31,-14.945735,-71.362705,3sg Cusco Peru ,BEE-935,False,Cusco,26/01/2023,18:36,Comsatel,
BEE752,26/01/2023 18:36:31,-14.965071666666667,-71.37539833333334,"3sg, Hector Tejada, Peru, ",BEE-752,False,Cusco,26/01/2023,18:36,Comsatel,
BEB887,26/01/2023 18:36:30,-14.866023333333333,-71.32996166666666,3sg Cusco Peru ,BEB-887,False,Cusco,26/01/2023,18:36,Comsatel,
BEB889,26/01/2023 18:36:30,-14.87532,-71.32318833333333,3sg Cusco Peru ,BEB-889,False,Cusco,26/01/2023,18:36,Comsatel,
BLS904,26/01/2023 18:36:29,-15.184766666666667,-71.17033,34e Cusco Peru ,BLS-904,False,Arequipa,26/01/2023,18:36,Comsatel,
BNW758,26/01/2023 18:36:29,-16.32989,-71.58986,"Av Sor Ana De Los Angeles, Peru, ",BNW-758,False,Arequipa,26/01/2023,18:36,Comsatel,
BNQ337,26/01/2023 18:36:29,-12.079891666666667,-77.03506166666666,"Av. Arequipa Cuadra 14, Lima, Lima. Peru",BNQ-337,False,Lima,26/01/2023,18:36,Comsatel,
BHN702,26/01/2023 18:36:28,-6.025141666666666,-80.83093833333334,"Peru, ",BHN-702,False,Piura,26/01/2023,18:36,Comsatel,
BEB933,26/01/2023 18:36:27,-17.275408333333335,-70.637815,"Carretera Toquepala, Villa Staff, Peru, ",BEB-933,False,Tacna,26/01/2023,18:36,Comsatel,
BNW876,26/01/2023 18:36:27,-14.929153333333334,-71.24480333333334,"3SG, Peru, ",BNW-876,False,Cusco,26/01/2023,18:36,Comsatel,
BEE789,26/01/2023 18:36:26,-14.901866666666667,-71.33275333333333,"3sg, Hector Tejada, Peru",BEE-789,False,Cusco,26/01/2023,18:36,Comsatel,
AUE815,26/01/2023 18:36:25,-12.060925,-77.11286166666666,"Ca. Aida Garcia De Sotomayor, Bellavista, Callao. Peru",AUE-815,False,Lima,26/01/2023,18:36,Comsatel,
BSF727,26/01/2023 18:36:25,-14.954371666666667,-71.37704833333333,"Unnamed Road, Peru",BSF-727,False,Cusco,26/01/2023,18:36,Comsatel,
BEE911,26/01/2023 18:36:23,-14.927296666666667,-71.34728333333334,"3SG, H��ctor Tejada, Peru, ",BEE-911,False,Cusco,26/01/2023,18:36,Comsatel,
BEE750,26/01/2023 18:36:21,-16.514691666666668,-71.61814666666666,"Unnamed Road, Peru",BEE-750,False,Arequipa,26/01/2023,18:36,Comsatel,
BKD941,26/01/2023 18:36:21,-11.001271666666666,-76.36658666666666,20a Pasco Peru ,BKD-941,False,Pasco,26/01/2023,18:36,Comsatel,
